year,month,day,latitude,longitude,location quality,individuals,source,state,family,species
2021,2,2,25.01722005,121.5425104,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,2,2,24.96029583,121.2035428,acceptable,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2021,2,3,25.01854655,121.5364255,precise,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,2,3,22.87442916,121.0936857,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,2,3,22.87442916,121.0936857,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,2,3,22.87442916,121.0936857,acceptable,1,Facebook,captured,Columbidae,Chalcophaps indica
2021,2,3,22.87442916,121.0936857,acceptable,1,Facebook,captured,Accipitridae,Accipiter trivirgatus
2021,2,4,25.16090316,121.4094248,precise,1,Facebook,flew away,Identified to Order: Passeriformes,Identified to Order: Passeriformes
2021,2,10,--,--,not provided,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,2,13,--,--,not provided,1,Facebook,captured,Alcedinidae,Alcedo atthis
2021,2,16,24.4032692,120.7684295,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,2,16,24.40813349,120.699188,precise,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,2,17,25.06913943,121.5941097,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2021,2,17,25.01380428,121.2105501,precise,1,Facebook,uncertain,Columbidae,Streptopelia chinensis
2021,2,17,23.70288,120.54824,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2021,2,19,23.79486537,120.7119016,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2021,2,20,24.17906,120.59668,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,2,21,23.18962643,120.2783645,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2021,2,21,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,2,22,24.11977834,120.6742564,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,2,22,25.01394706,121.5303146,acceptable,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2021,2,22,25.00136849,121.6182182,acceptable,1,Facebook,found dead,Sturnidae,Acridotheres tristis
2021,2,23,23.03904267,120.3104211,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2021,2,23,22.37030931,120.6269116,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2021,2,24,24.46278906,120.8118895,acceptable,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,2,24,23.26334,120.82616,precise,1,TaiRON,found dead,Muscicapidae,Myiomela leucura
2021,2,25,25.0777495,121.3750766,acceptable,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,2,25,24.02573726,120.5392222,vague,1,Facebook,captured,Columbidae,Streptopelia tranquebarica
2021,2,26,25.12042661,121.5530887,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,2,28,25.196978,121.4239,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2021,2,--,25.01646015,121.5358312,vague,1,Facebook,sent to rescue center: released after rehabilitation,Megalaimidae,Psilopogon nuchalis
2021,2,--,23.5394246,120.6717564,vague,1,Facebook,found dead,Muscicapidae,Myiomela leucura
2021,3,1,--,--,not provided,1,Facebook,flew away,Columbidae,Identified to Family: Columbidae
2021,3,1,--,--,not provided,1,Facebook,uncertain,Columbidae,Streptopelia tranquebarica
2021,3,1,22.73259,120.31702,precise,2,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2021,3,2,22.69396,120.30164,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,3,2,24.06696887,120.568801,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,3,3,22.76384,120.37544,precise,1,TaiRON,found dead,Sturnidae,Aplonis panayensis
2021,3,4,24.05158,120.44008,precise,1,TaiRON,found dead,Columbidae,Columba livia
2021,3,5,25.06754996,121.3666037,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2021,3,5,25.20256136,121.4341448,vague,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,3,8,25.0178,121.53264,precise,1,Facebook,flew away,Columbidae,Streptopelia orientalis
2021,3,8,22.9074263,121.1351368,acceptable,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter trivirgatus
2021,3,9,--,--,not provided,4,Facebook,found dead,Sturnidae,Aplonis panayensis
2021,3,10,24.7666687,121.7433712,precise,1,Facebook,flew away,Muscicapidae,Phoenicurus auroreus
2021,3,10,22.65655154,120.2864563,precise,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2021,3,11,22.75450227,120.3356304,precise,1,Facebook,found dead,Sturnidae,Aplonis panayensis
2021,3,11,25.03416567,121.4436297,precise,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2021,3,12,22.57077743,120.3155402,vague,1,Facebook,captured,Columbidae,Streptopelia chinensis
2021,3,13,24.98514239,121.4480532,acceptable,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2021,3,14,24.15076259,120.6464518,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,3,14,24.066043,120.559075,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,3,16,25.01311216,121.5402691,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,3,16,23.986881,121.625341,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,3,16,24.83784876,121.0208771,precise,1,Facebook,captured: flew away afterward,Sturnidae,Acridotheres javanicus
2021,3,17,24.86224,121.82738,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2021,3,17,24.38896933,120.6954592,acceptable,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2021,3,17,24.82391661,121.0345133,precise,1,Facebook,flew away,Alcedinidae,Alcedo atthis
2021,3,19,23.91529,121.54108,precise,1,TaiRON,found dead,Phasianidae,Phasianus colchicus
2021,3,19,24.97054432,121.4034324,vague,1,Facebook,uncertain,Pycnonotidae,Pycnonotus sinensis
2021,3,20,24.952282,121.564667,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,3,22,24.12277,120.75242,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,3,22,25.03973453,121.2541879,acceptable,1,Facebook,sent to rescue center: dead afterward,Megalaimidae,Psilopogon nuchalis
2021,3,23,--,--,not provided,1,Facebook,captured: flew away afterward,Accipitridae,Accipiter virgatus
2021,3,23,23.26540457,120.8247328,acceptable,1,Facebook,found dead,Accipitridae,Accipiter virgatus
2021,3,23,25.22543502,121.6419979,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,3,24,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,3,25,25.01833,121.53415,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,3,25,22.65591763,120.4233905,acceptable,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2021,3,26,25.03818295,121.5130738,acceptable,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,3,26,25.01886501,121.5364438,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,3,26,24.957938,121.239211,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,3,28,23.99376067,121.5538588,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2021,3,29,24.98981,121.33041,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2021,3,29,--,--,not provided,1,Facebook,sent to rescue center: dead afterward,Megalaimidae,Psilopogon nuchalis
2021,3,31,23.09727,120.28178,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,4,1,--,--,not provided,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,4,2,23.35597239,120.4127248,precise,1,Facebook,uncertain,Alcedinidae,Alcedo atthis
2021,4,2,25.07270771,121.6639447,precise,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2021,4,4,24.45626,118.39687,precise,1,TaiRON,found dead,Alcedinidae,Alcedo atthis
2021,4,4,23.76613546,120.7441003,acceptable,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2021,4,4,22.69139359,120.3167031,vague,1,Facebook,sent to rescue center,Columbidae,Streptopelia chinensis
2021,4,5,22.99374073,120.1516018,vague,1,Facebook,found dead,Columbidae,Columba livia
2021,4,7,25.04361,121.6148,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,4,8,24.78852814,121.2123721,acceptable,1,Facebook,found dead,Strigidae,Glaucidium brodiei
2021,4,9,22.90415,120.46657,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2021,4,10,24.80129925,120.9781076,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,4,12,--,--,not provided,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2021,4,13,24.25621728,120.741881,acceptable,1,Facebook,sent to rescue center,Pycnonotidae,Hypsipetes leucocephalus
2021,4,13,--,--,not provided,1,Facebook,flew away,Caprimulgidae,Caprimulgus affinis
2021,4,13,25.15626635,121.6934873,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,4,14,25.06389879,121.3524205,precise,1,Facebook,sent to rescue center,Strigidae,Otus lettia
2021,4,14,--,--,not provided,1,Facebook,captured: released afterward,Passeridae,Passer montanus
2021,4,14,24.1369988,120.6851373,precise,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2021,4,14,25.01886,121.53622,precise,1,TaiRON,found dead,Passeridae,Passer montanus
2021,4,15,25.01876072,121.5443955,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,4,15,25.01683,121.54687,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,4,16,--,--,not provided,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2021,4,16,23.4718163,120.7135775,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,4,18,22.84963462,120.4663252,precise,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2021,4,19,25.0017949,121.327198,acceptable,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,4,19,--,--,not provided,1,Facebook,uncertain,Pycnonotidae,Pycnonotus sinensis
2021,4,19,24.83695063,121.0130793,vague,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2021,4,22,22.63379,120.31703,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,4,23,--,--,not provided,1,Facebook,captured: flew away afterward,Pycnonotidae,Pycnonotus sinensis
2021,4,23,25.03351374,121.578366,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,4,24,--,--,not provided,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2021,4,24,--,--,not provided,1,Facebook,captured: flew away afterward,Columbidae,Streptopelia chinensis
2021,4,25,23.46446496,121.3554039,precise,1,Facebook,flew away,Estrildidae,Lonchura striata
2021,4,25,--,--,not provided,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,4,26,--,--,not provided,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2021,4,26,24.77424018,121.0479137,acceptable,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,4,28,23.04458596,121.1537827,precise,1,Facebook,flew away,Monarchidae,Hypothymis azurea
2021,4,29,25.07655175,121.5888169,acceptable,3,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,4,29,25.07726116,121.5886989,acceptable,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,4,29,22.35290004,120.3825349,acceptable,1,Facebook,uncertain,Accipitridae,Accipiter virgatus
2021,4,--,--,--,not provided,1,Facebook,found dead,Ardeidae,Nycticorax nycticorax
2021,5,1,23.98234576,121.6010568,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus taivanus
2021,5,1,23.93611078,121.6091198,acceptable,1,Facebook,found dead,Alcedinidae,Halcyon coromanda
2021,5,1,--,--,not provided,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2021,5,1,23.47682141,120.4407288,precise,1,Facebook,found dead,Acrocephalidae,Identified to Family: Acrocephalidae
2021,5,2,--,--,not provided,1,Facebook,flew away,Alcedinidae,Alcedo atthis
2021,5,2,25.00469407,121.5618981,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,5,4,22.98315,120.31191,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2021,5,5,25.02074379,121.5466489,precise,1,TaiRON,found dead,Passeridae,Passer montanus
2021,5,5,--,--,not provided,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2021,5,6,25.04762006,121.6120839,acceptable,1,Facebook,captured: flew away afterward,Alcedinidae,Alcedo atthis
2021,5,7,--,--,not provided,1,Facebook,uncertain,Columbidae,Streptopelia chinensis
2021,5,7,23.08215245,121.221239,precise,1,Facebook,sent to rescue center: dead afterward,Columbidae,Chalcophaps indica
2021,5,9,23.46408,120.46566,precise,1,TaiRON,found dead,Alcedinidae,Alcedo atthis
2021,5,9,23.57204369,119.5728794,acceptable,1,Facebook,flew away,Passeridae,Passer montanus
2021,5,10,24.18085007,120.6899679,acceptable,1,Facebook,found dead,Alcedinidae,Halcyon coromanda
2021,5,10,23.831848,120.785262,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,5,10,--,--,not provided,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2021,5,10,22.77936935,120.3432994,precise,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2021,5,11,24.44073852,118.3403683,precise,1,Facebook,sent to rescue center: dead afterward,Cuculidae,Hierococcyx sparverioides
2021,5,11,24.997666,121.300389,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,5,12,25.0187493,121.45245,acceptable,1,Facebook,flew away,Pittidae,Pitta nympha
2021,5,12,22.64464091,120.6093284,vague,1,Facebook,sent to rescue center,Accipitridae,Accipiter trivirgatus
2021,5,13,22.79028235,120.2874559,acceptable,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,5,13,25.13134648,121.7601585,acceptable,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2021,5,15,--,--,not provided,1,Facebook,captured: flew away afterward,Zosteropidae,Zosterops simplex
2021,5,16,22.73149146,120.3324647,acceptable,1,Facebook,found dead,Cuculidae,Cuculus optatus
2021,5,18,23.98685514,121.6221828,vague,1,Facebook,found dead,Cuculidae,Cuculus optatus
2021,5,19,24.17765,120.60213,precise,1,TaiRON,found dead,Passeridae,Passer montanus
2021,5,20,--,--,not provided,2,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2021,5,20,--,--,not provided,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2021,5,21,25.01446,121.53442,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2021,5,22,25.0170205,121.1250655,precise,1,Facebook,captured: flew away afterward,Alcedinidae,Alcedo atthis
2021,5,23,--,--,not provided,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,5,24,--,--,not provided,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2021,5,24,--,--,not provided,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2021,5,25,--,--,not provided,1,Facebook,sent to rescue center: released after rehabilitation,Megalaimidae,Psilopogon nuchalis
2021,5,26,23.82782915,120.8023958,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,5,26,24.57555186,120.8240729,precise,1,Facebook,flew away,Accipitridae,Butastur indicus
2021,5,26,22.78081889,120.3017168,precise,1,Facebook,uncertain,Hirundinidae,Hirundo tahitica
2021,5,27,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,5,27,22.5833338,120.3213847,precise,1,Facebook,flew away,Alcedinidae,Alcedo atthis
2021,5,31,22.73735069,121.1193274,acceptable,1,Facebook,captured: released afterward,Alcedinidae,Halcyon coromanda
2021,5,31,22.2057673,120.8531025,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,5,31,24.83009027,121.3322341,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,5,31,22.61055788,120.3924881,precise,1,Facebook,captured,Pycnonotidae,Pycnonotus sinensis
2021,5,--,24.12535646,120.6798759,acceptable,1,Facebook,sent to rescue center,Pittidae,Pitta nympha
2021,5,--,22.20575326,120.8530312,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,6,1,25.00259099,121.5677174,vague,1,Facebook,uncertain,Columbidae,Streptopelia orientalis
2021,6,1,23.05603262,120.4040016,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,6,1,23.05597731,120.4040098,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,6,1,24.73381595,121.0933679,precise,1,Facebook,flew away,Pycnonotidae,Pycnonotus sinensis
2021,6,1,24.80289,121.0366,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2021,6,3,25.11737,121.53432,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2021,6,4,24.81721196,121.3751615,precise,1,Facebook,captured,Columbidae,Chalcophaps indica
2021,6,4,--,--,not provided,1,Facebook,sent to rescue center,Alcedinidae,Ceyx erithaca
2021,6,5,24.27464472,120.8460972,acceptable,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2021,6,5,--,--,not provided,1,Facebook,uncertain,Sturnidae,Acridotheres javanicus
2021,6,5,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,6,7,--,--,not provided,1,Facebook,uncertain,Passeridae,Passer montanus
2021,6,8,--,--,not provided,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2021,6,10,--,--,not provided,1,Facebook,captured,Columbidae,Streptopelia orientalis
2021,6,10,--,--,not provided,1,Facebook,captured,Columbidae,Streptopelia orientalis
2021,6,10,25.0890895,121.5902898,precise,1,Facebook,found dead,Corvidae,Urocissa caerulea
2021,6,10,--,--,not provided,1,Facebook,flew away,Pycnonotidae,Pycnonotus sinensis
2021,6,10,--,--,not provided,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,6,10,--,--,not provided,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2021,6,12,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,6,12,--,--,not provided,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2021,6,13,22.90464,120.46665,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2021,6,13,--,--,not provided,1,Facebook,flew away,Pycnonotidae,Pycnonotus sinensis
2021,6,13,24.93204937,121.5555987,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,6,14,24.23355157,120.8157669,precise,1,Facebook,found dead,Muscicapidae,Copsychus malabaricus
2021,6,14,25.08364014,121.6022423,precise,1,Facebook,uncertain,Columbidae,Streptopelia orientalis
2021,6,15,21.93649296,120.7185574,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,6,15,24.93202,121.55583,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2021,6,16,24.75829891,121.80572,precise,1,Facebook,flew away,Alcedinidae,Alcedo atthis
2021,6,16,24.43504,118.42854,precise,1,TaiRON,found dead,Cuculidae,Clamator coromandus
2021,6,17,22.9507702,120.1957853,precise,1,Facebook,flew away,Columbidae,Streptopelia tranquebarica
2021,6,17,23.41608798,120.5456945,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,6,17,23.41608798,120.5456945,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,6,18,24.33617546,120.6154255,precise,1,Facebook,flew away,Sturnidae,Acridotheres javanicus
2021,6,18,--,--,not provided,1,Facebook,flew away,Muscicapidae,Copsychus malabaricus
2021,6,19,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
